segment 1 proximal preop plane,segment 1 distal preop plane,segment 1 proximal postop plane,segment 1 distal postop plane,segment 2 proximal preop plane,segment 2 distal preop plane,segment 2 proximal postop plane,segment 2 distal postop plane,NEW segment 1 proximal postop plane,NEW segment 1 distal postop plane,NEW segment 2 proximal postop plane,NEW segment 2 distal postop plane,phi proximal segment 1,theta proximal segment 1,psi proximal segment 1,phi distal segment 1,theta distal segment 1,psi distal segment 1,phi proximal segment 2,theta proximal segment 2,psi proximal segment 2,phi distal segment 2,theta distal segment 2,psi distal segment 2,distance segment 1 preop,distance segment 2 preop,distance segment 1 postop,distance segment 2 postop,delta segment 1 proximal,delta segment 1 distal,delta segment 2 proximal,delta segment 2 distal
-0.18x + -0.24y + -0.15z,0.05x + -0.29y + 0.16z,-0.05x + -0.33y + -0.04z,0.07x + 0.26y + 0.2z,0.02x + -0.31y + -0.13z,0.18x + -0.28y + -0.03z,0.02x + -0.32y + 0.11z,-0.15x + -0.24y + 0.17z,-0.18x + -0.24y + -0.15z,0.05x + -0.29y + 0.16z,0.02x + -0.31y + -0.13z,0.18x + -0.28y + -0.03z,19.66,4.77,25.51,104.76,22.01,18.62,40.82,2.84,1.02,38.06,2.79,59.46,48.69162784934404,48.52335758443039,32.5011270796881,30.471688682197986,33.07812554442651,110.92270822633924,3.676714719691404,10.176669861191982
