segment 1 proximal preop plane,segment 1 distal preop plane,segment 1 proximal postop plane,segment 1 distal postop plane,segment 2 proximal preop plane,segment 2 distal preop plane,segment 2 proximal postop plane,segment 2 distal postop plane,NEW segment 1 proximal postop plane,NEW segment 1 distal postop plane,NEW segment 2 proximal postop plane,NEW segment 2 distal postop plane,phi proximal segment 1,theta proximal segment 1,psi proximal segment 1,phi distal segment 1,theta distal segment 1,psi distal segment 1,phi proximal segment 2,theta proximal segment 2,psi proximal segment 2,phi distal segment 2,theta distal segment 2,psi distal segment 2,distance segment 1 preop,distance segment 2 preop,distance segment 1 postop,distance segment 2 postop,delta segment 1 proximal,delta segment 1 distal,delta segment 2 proximal,delta segment 2 distal
-0.15x + -0.3y + -0.01z,0.06x + -0.33y + -0.04z,-0.12x + -0.31y + -0.06z,0.12x + -0.31y + 0.04z,-0.12x + -0.31y + 0.02z,-0.03x + -0.28y + -0.17z,-0.02x + -0.33y + 0.03z,0.0x + -0.29y + -0.16z,-0.15x + -0.3y + -0.01z,0.06x + -0.33y + -0.04z,-0.12x + -0.31y + 0.02z,-0.03x + -0.28y + -0.17z,-7.99,3.76,-6.87,13.35,5.26,-10.72,1.27,-1.38,-19.0,2.68,2.87,-5.07,29.749813571250375,29.819478925746925,39.902195954952,40.48263896147624,4.4527127775141935,10.131140359769631,16.70502210461646,3.270214974568006
